mean_fit_time,mean_score_time,mean_test_score,param_C,param_class_weight,param_coef0,param_degree,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
0.0005995750427246094,0.0,0.4470660448261632,0.1,"{0: 1, 1: 1}",0,1,10,poly,"{'gamma': 10, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 1, 'class_weight': {0: 1, 1: 1}}",195,0.6500000000000001,0.44999999999999996,0.5229577884350213,0.20412414523193154,0.4082482904638631,0.0004895510033578063,0.0,0.14661373717059203
0.0005999565124511719,0.0001998424530029297,0.0,0.1,"{0: 1, 1: 1}",0,2,0.01,poly,"{'gamma': 0.01, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004898633462293844,0.0003996849060058594,0.0
0.000599527359008789,0.00019993782043457032,0.0,0.1,"{0: 1, 1: 1}",0,2,0.1,poly,"{'gamma': 0.1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004895121084768706,0.0003998756408691407,0.0
0.0005996227264404297,0.00019989013671875,0.40591634655488457,0.1,"{0: 1, 1: 1}",0,2,1,poly,"{'gamma': 1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': {0: 1, 1: 1}}",294,0.3762560663311361,0.2587745847533828,0.7156264473321343,0.3746343246326773,0.3042903097250923,0.0004895899601671047,0.0003997802734375,0.16109450212203216
0.0015989780426025391,0.0,0.3177939044507264,0.1,"{0: 1, 1: 1}",0,2,10,poly,"{'gamma': 10, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 2, 'class_weight': {0: 1, 1: 1}}",364,0.16927779169233617,0.44999999999999996,0.361111111111111,0.09128709291752773,0.5172935265326569,0.0004896126835410885,0.0,0.16279883459280295
0.0005997657775878906,0.00019989013671875,0.0,0.1,"{0: 1, 1: 1}",0,3,0.01,poly,"{'gamma': 0.01, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.000489706714496402,0.0003997802734375,0.0
0.0005997180938720703,0.0001998424530029297,0.0,0.1,"{0: 1, 1: 1}",0,3,0.1,poly,"{'gamma': 0.1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004896677809060841,0.0003996849060058594,0.0
0.00059967041015625,0.0001998424530029297,0.30494759592956816,0.1,"{0: 1, 1: 1}",0,3,1,poly,"{'gamma': 1, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': {0: 1, 1: 1}}",393,0.16927779169233617,0.35634832254989923,0.509524665365068,0.07001400420140068,0.4195731958391369,0.0004896289092330497,0.0003996849060058594,0.16200798035566644
0.014990711212158203,0.0,0.10839097817230611,0.1,"{0: 1, 1: 1}",0,3,10,poly,"{'gamma': 10, 'coef0': 0, 'C': 0.1, 'kernel': 'poly', 'degree': 3, 'class_weight': {0: 1, 1: 1}}",663,0.043033148291193486,-0.10000000000000007,0.3302891295379082,-0.08492077756084472,0.3535533905932738,0.00368501629328556,0.0,0.19718584059640423
0.00039992332458496096,0.00019979476928710938,0.0,0.1,"{0: 1, 1: 1}",0.1,1,0.01,poly,"{'gamma': 0.01, 'coef0': 0.1, 'C': 0.1, 'kernel': 'poly', 'degree': 1, 'class_weight': {0: 1, 1: 1}}",786,0.0,0.0,0.0,0.0,0.0,0.0004898041858020194,0.00039958953857421875,0.0
